user_id,nama_lengkap,email,kota,account_tier,signup_timestamp
USR-0574,Joko Lestari,user_0574@nusantaratech.io,Makassar,Gold,2025-03-29 10:37:00
USR-0575,Budi Wijaya,user_0575@nusantaratech.io,Semarang,Silver,2025-07-28 04:10:00
USR-0576,Budi Kusuma,user_0576@nusantaratech.io,Yogyakarta,Platinum,2025-12-01 12:00:00
USR-0577,Rini Kusuma,user_0577@nusantaratech.io,Medan,Silver,2025-07-15 09:02:00
USR-0578,Budi Wijaya,user_0578@nusantaratech.io,Semarang,Platinum,2025-01-31 17:18:00
USR-0579,Andi Santoso,user_0579@nusantaratech.io,Surabaya,Silver,2025-01-01 20:52:00
USR-0580,Joko Siregar,user_0580@nusantaratech.io,Medan,Standard,2025-12-04 02:50:00
USR-0581,Agus Lestari,user_0581@nusantaratech.io,Makassar,Gold,2025-08-08 07:46:00
USR-0582,Siti Utami,user_0582@nusantaratech.io,Semarang,Gold,2025-08-12 08:38:00
USR-0583,Rina Kusuma,user_0583@nusantaratech.io,Makassar,Silver,2025-08-16 07:59:00
USR-0584,Agus Lestari,user_0584@nusantaratech.io,Makassar,Platinum,2025-01-05 19:49:00
USR-0585,Rina Hidayat,user_0585@nusantaratech.io,Makassar,Silver,2025-08-09 12:17:00
USR-0586,Mega Santoso,user_0586@nusantaratech.io,Makassar,Gold,2025-11-13 01:02:00
USR-0587,Agus Prabowo,user_0587@nusantaratech.io,Semarang,Platinum,2025-08-23 15:29:00
USR-0588,Rina Santoso,user_0588@nusantaratech.io,Semarang,Standard,2025-11-27 21:07:00
USR-0589,Budi Utami,user_0589@nusantaratech.io,Yogyakarta,Standard,2025-09-05 15:20:00
USR-0590,Eko Siregar,user_0590@nusantaratech.io,Jakarta,Platinum,2025-08-08 03:17:00
USR-0591,Siti Utami,user_0591@nusantaratech.io,Makassar,Silver,2025-07-31 10:22:00
USR-0592,Rina Lestari,user_0592@nusantaratech.io,Jakarta,Gold,2025-06-24 05:15:00
USR-0593,Siti Kusuma,user_0593@nusantaratech.io,Medan,Platinum,2025-11-18 19:09:00
USR-0594,Mega Wijaya,user_0594@nusantaratech.io,Medan,Silver,2025-02-18 21:10:00
USR-0595,Siti Wijaya,user_0595@nusantaratech.io,Yogyakarta,Platinum,2025-06-26 00:50:00
USR-0596,Andi Kusuma,user_0596@nusantaratech.io,Jakarta,Platinum,2025-06-22 04:20:00
USR-0597,Eko Prabowo,user_0597@nusantaratech.io,Bandung,Gold,2025-09-11 17:00:00
USR-0598,Rina Siregar,user_0598@nusantaratech.io,Makassar,Standard,2025-10-28 17:07:00
USR-0599,Siti Lestari,user_0599@nusantaratech.io,Makassar,Standard,2025-12-19 19:21:00
USR-0600,Agus Hidayat,user_0600@nusantaratech.io,Medan,Standard,2025-08-09 13:43:00
USR-0601,Eko Utami,user_0601@nusantaratech.io,Semarang,Standard,2025-05-31 07:44:00
USR-0602,Rini Siregar,user_0602@nusantaratech.io,Jakarta,Gold,2025-12-21 16:16:00
USR-0603,Dewi Utami,user_0603@nusantaratech.io,Makassar,Silver,2025-08-09 07:47:00
USR-0604,Eko Siregar,user_0604@nusantaratech.io,Medan,Platinum,2025-06-05 09:37:00
USR-0605,Siti Kusuma,user_0605@nusantaratech.io,Makassar,Gold,2025-01-04 20:49:00
USR-0606,Eko Kusuma,user_0606@nusantaratech.io,Yogyakarta,Standard,2025-10-26 11:22:00
USR-0607,Andi Kusuma,user_0607@nusantaratech.io,Semarang,Standard,2025-06-29 05:30:00
USR-0608,Joko Utami,user_0608@nusantaratech.io,Jakarta,Gold,2025-02-01 06:02:00
USR-0609,Siti Lestari,user_0609@nusantaratech.io,Bandung,Platinum,2025-12-13 10:30:00
USR-0610,Siti Lestari,user_0610@nusantaratech.io,Surabaya,Gold,2025-05-28 01:51:00
USR-0611,Eko Lestari,user_0611@nusantaratech.io,Medan,Platinum,2025-05-21 20:46:00
USR-0612,Dewi Wijaya,user_0612@nusantaratech.io,Medan,Gold,2025-01-17 17:11:00
USR-0613,Agus Santoso,user_0613@nusantaratech.io,Surabaya,Silver,2025-04-30 15:52:00
USR-0614,Mega Kusuma,user_0614@nusantaratech.io,Yogyakarta,Standard,2025-06-28 14:58:00
USR-0615,Siti Siregar,user_0615@nusantaratech.io,Yogyakarta,Silver,2025-05-30 05:19:00
USR-0616,Dewi Siregar,user_0616@nusantaratech.io,Surabaya,Gold,2025-09-10 13:54:00
USR-0617,Budi Prabowo,user_0617@nusantaratech.io,Medan,Silver,2025-10-24 06:50:00
USR-0618,Mega Prabowo,user_0618@nusantaratech.io,Bandung,Platinum,2025-08-19 11:08:00
USR-0619,Dewi Lestari,user_0619@nusantaratech.io,Medan,Gold,2025-10-17 16:50:00
USR-0620,Mega Hidayat,user_0620@nusantaratech.io,Surabaya,Platinum,2025-02-09 15:48:00
USR-0621,Joko Utami,user_0621@nusantaratech.io,Makassar,Silver,2025-11-30 20:01:00
USR-0622,Rini Lestari,user_0622@nusantaratech.io,Jakarta,Standard,2025-03-19 05:15:00
USR-0623,Dewi Kusuma,user_0623@nusantaratech.io,Semarang,Gold,2025-01-26 11:08:00
USR-0624,Siti Prabowo,user_0624@nusantaratech.io,Makassar,Platinum,2025-07-18 01:25:00
USR-0625,Mega Hidayat,user_0625@nusantaratech.io,Bandung,Silver,2025-08-26 01:56:00
USR-0626,Eko Santoso,user_0626@nusantaratech.io,Medan,Gold,2025-04-01 16:00:00
USR-0627,Mega Prabowo,user_0627@nusantaratech.io,Yogyakarta,Standard,2025-09-12 17:44:00
USR-0628,Budi Wijaya,user_0628@nusantaratech.io,Semarang,Gold,2025-04-13 18:19:00
USR-0629,Andi Prabowo,user_0629@nusantaratech.io,Medan,Standard,2025-04-15 01:29:00
USR-0630,Dewi Kusuma,user_0630@nusantaratech.io,Jakarta,Silver,2025-02-05 22:25:00
USR-0631,Budi Wijaya,user_0631@nusantaratech.io,Semarang,Platinum,2025-09-15 08:48:00
USR-0632,Joko Siregar,user_0632@nusantaratech.io,Makassar,Gold,2025-03-05 19:05:00
USR-0633,Siti Wijaya,user_0633@nusantaratech.io,Jakarta,Gold,2025-05-28 20:10:00
USR-0634,Budi Lestari,user_0634@nusantaratech.io,Bandung,Platinum,2025-01-17 09:44:00
USR-0635,Agus Hidayat,user_0635@nusantaratech.io,Yogyakarta,Gold,2025-01-17 04:41:00
USR-0636,Eko Siregar,user_0636@nusantaratech.io,Makassar,Gold,2025-10-08 08:24:00
USR-0637,Rina Kusuma,user_0637@nusantaratech.io,Semarang,Gold,2025-05-02 00:53:00
USR-0638,Joko Kusuma,user_0638@nusantaratech.io,Makassar,Gold,2025-05-10 15:57:00
USR-0639,Andi Kusuma,user_0639@nusantaratech.io,Bandung,Platinum,2025-09-22 13:35:00
USR-0640,Mega Lestari,user_0640@nusantaratech.io,Medan,Silver,2025-05-08 16:28:00
USR-0641,Budi Wijaya,user_0641@nusantaratech.io,Medan,Gold,2025-03-08 03:37:00
USR-0642,Joko Santoso,user_0642@nusantaratech.io,Surabaya,Platinum,2025-05-26 22:56:00
USR-0643,Siti Prabowo,user_0643@nusantaratech.io,Medan,Silver,2025-05-13 06:31:00
USR-0644,Rina Siregar,user_0644@nusantaratech.io,Jakarta,Platinum,2025-11-25 10:10:00
USR-0645,Rina Utami,user_0645@nusantaratech.io,Bandung,Standard,2025-12-27 07:42:00
USR-0646,Eko Prabowo,user_0646@nusantaratech.io,Medan,Silver,2025-11-27 09:34:00
USR-0647,Rini Lestari,user_0647@nusantaratech.io,Makassar,Silver,2025-04-08 01:49:00
USR-0648,Dewi Siregar,user_0648@nusantaratech.io,Semarang,Standard,2025-09-28 13:13:00
USR-0649,Siti Prabowo,user_0649@nusantaratech.io,Bandung,Silver,2025-02-21 04:06:00
USR-0650,Mega Utami,user_0650@nusantaratech.io,Medan,Silver,2025-02-16 23:41:00
USR-0651,Agus Prabowo,user_0651@nusantaratech.io,Jakarta,Standard,2025-06-20 05:21:00
USR-0652,Budi Hidayat,user_0652@nusantaratech.io,Surabaya,Platinum,2025-09-13 00:57:00
USR-0653,Eko Santoso,user_0653@nusantaratech.io,Surabaya,Gold,2025-07-05 06:05:00
USR-0654,Budi Hidayat,user_0654@nusantaratech.io,Semarang,Silver,2025-04-12 11:06:00
USR-0655,Andi Hidayat,user_0655@nusantaratech.io,Semarang,Platinum,2025-06-29 19:30:00
USR-0656,Joko Prabowo,user_0656@nusantaratech.io,Semarang,Platinum,2025-11-08 17:14:00
USR-0657,Andi Kusuma,user_0657@nusantaratech.io,Yogyakarta,Standard,2025-03-23 23:13:00
USR-0658,Siti Santoso,user_0658@nusantaratech.io,Bandung,Platinum,2025-04-26 22:06:00
USR-0659,Rina Siregar,user_0659@nusantaratech.io,Semarang,Standard,2025-10-27 19:34:00
USR-0660,Joko Wijaya,user_0660@nusantaratech.io,Semarang,Platinum,2025-09-17 04:20:00
USR-0661,Eko Hidayat,user_0661@nusantaratech.io,Jakarta,Gold,2025-06-04 02:17:00
USR-0662,Agus Kusuma,user_0662@nusantaratech.io,Jakarta,Platinum,2025-01-01 17:42:00
USR-0663,Siti Siregar,user_0663@nusantaratech.io,Jakarta,Platinum,2025-06-22 00:56:00
USR-0664,Budi Siregar,user_0664@nusantaratech.io,Semarang,Platinum,2025-03-08 07:02:00
USR-0665,Budi Utami,user_0665@nusantaratech.io,Medan,Standard,2025-10-05 09:25:00
USR-0666,Siti Kusuma,user_0666@nusantaratech.io,Semarang,Silver,2025-11-09 12:09:00
USR-0667,Mega Siregar,user_0667@nusantaratech.io,Surabaya,Standard,2025-07-05 06:16:00
USR-0668,Mega Siregar,user_0668@nusantaratech.io,Jakarta,Gold,2025-09-16 06:43:00
USR-0669,Eko Prabowo,user_0669@nusantaratech.io,Makassar,Standard,2025-10-05 08:24:00
USR-0670,Siti Siregar,user_0670@nusantaratech.io,Semarang,Silver,2025-11-21 07:30:00
USR-0671,Budi Kusuma,user_0671@nusantaratech.io,Medan,Gold,2025-09-26 04:33:00
USR-0672,Joko Utami,user_0672@nusantaratech.io,Semarang,Silver,2025-01-19 13:34:00
USR-0673,Dewi Lestari,user_0673@nusantaratech.io,Yogyakarta,Silver,2025-01-19 02:29:00
USR-0674,Eko Lestari,user_0674@nusantaratech.io,Makassar,Gold,2025-08-22 01:43:00
USR-0675,Rini Siregar,user_0675@nusantaratech.io,Makassar,Silver,2025-11-24 01:11:00
USR-0676,Mega Siregar,user_0676@nusantaratech.io,Bandung,Standard,2025-02-26 10:24:00
USR-0677,Agus Lestari,user_0677@nusantaratech.io,Medan,Silver,2025-01-17 03:55:00
USR-0678,Eko Prabowo,user_0678@nusantaratech.io,Makassar,Platinum,2025-11-26 15:05:00
USR-0679,Dewi Hidayat,user_0679@nusantaratech.io,Medan,Standard,2025-09-10 00:40:00
USR-0680,Dewi Wijaya,user_0680@nusantaratech.io,Jakarta,Silver,2025-05-13 16:36:00
USR-0681,Siti Lestari,user_0681@nusantaratech.io,Yogyakarta,Platinum,2025-05-15 18:13:00
USR-0682,Agus Hidayat,user_0682@nusantaratech.io,Bandung,Standard,2025-03-20 04:21:00
USR-0683,Dewi Kusuma,user_0683@nusantaratech.io,Surabaya,Gold,2025-07-04 16:36:00
USR-0684,Joko Hidayat,user_0684@nusantaratech.io,Makassar,Standard,2025-10-20 12:40:00
USR-0685,Siti Wijaya,user_0685@nusantaratech.io,Yogyakarta,Gold,2025-03-22 20:21:00
USR-0686,Andi Hidayat,user_0686@nusantaratech.io,Semarang,Standard,2025-11-19 11:34:00
USR-0687,Joko Wijaya,user_0687@nusantaratech.io,Yogyakarta,Platinum,2025-02-20 05:03:00
USR-0688,Siti Wijaya,user_0688@nusantaratech.io,Bandung,Gold,2025-04-20 20:51:00
USR-0689,Rina Utami,user_0689@nusantaratech.io,Bandung,Standard,2025-05-11 00:10:00
USR-0690,Mega Utami,user_0690@nusantaratech.io,Yogyakarta,Gold,2025-04-11 16:30:00
USR-0691,Mega Kusuma,user_0691@nusantaratech.io,Bandung,Silver,2025-04-21 01:58:00
USR-0692,Dewi Wijaya,user_0692@nusantaratech.io,Bandung,Standard,2025-03-28 03:20:00
USR-0693,Rina Lestari,user_0693@nusantaratech.io,Yogyakarta,Standard,2025-12-30 06:58:00
USR-0694,Rina Utami,user_0694@nusantaratech.io,Semarang,Platinum,2025-10-18 07:14:00
USR-0695,Andi Prabowo,user_0695@nusantaratech.io,Jakarta,Platinum,2025-07-30 19:31:00
USR-0696,Mega Santoso,user_0696@nusantaratech.io,Medan,Platinum,2025-03-27 08:03:00
USR-0697,Dewi Lestari,user_0697@nusantaratech.io,Surabaya,Gold,2025-09-27 09:52:00
USR-0698,Andi Utami,user_0698@nusantaratech.io,Surabaya,Standard,2025-03-19 22:21:00
USR-0699,Rina Santoso,user_0699@nusantaratech.io,Semarang,Gold,2025-07-01 00:29:00
USR-0700,Budi Kusuma,user_0700@nusantaratech.io,Yogyakarta,Standard,2025-12-31 16:14:00
USR-0701,Andi Lestari,user_0701@nusantaratech.io,Medan,Platinum,2025-08-26 01:43:00
USR-0702,Siti Siregar,user_0702@nusantaratech.io,Surabaya,Gold,2025-06-19 23:21:00
USR-0703,Rina Santoso,user_0703@nusantaratech.io,Semarang,Silver,2025-04-06 12:21:00
USR-0704,Rina Hidayat,user_0704@nusantaratech.io,Bandung,Silver,2025-02-14 16:03:00
USR-0705,Dewi Utami,user_0705@nusantaratech.io,Jakarta,Standard,2025-05-12 08:19:00
USR-0706,Agus Wijaya,user_0706@nusantaratech.io,Bandung,Gold,2025-05-06 07:28:00
USR-0707,Budi Utami,user_0707@nusantaratech.io,Bandung,Gold,2025-06-13 15:39:00
USR-0708,Siti Kusuma,user_0708@nusantaratech.io,Jakarta,Standard,2025-09-28 14:38:00
USR-0709,Siti Wijaya,user_0709@nusantaratech.io,Makassar,Standard,2025-03-14 14:17:00
USR-0710,Budi Hidayat,user_0710@nusantaratech.io,Yogyakarta,Platinum,2025-06-18 01:03:00
USR-0711,Rina Utami,user_0711@nusantaratech.io,Surabaya,Standard,2025-01-02 07:57:00
USR-0712,Agus Wijaya,user_0712@nusantaratech.io,Jakarta,Platinum,2025-07-16 08:42:00
USR-0713,Dewi Kusuma,user_0713@nusantaratech.io,Medan,Gold,2025-09-13 03:56:00
USR-0714,Andi Siregar,user_0714@nusantaratech.io,Medan,Silver,2025-12-21 02:50:00
USR-0715,Eko Kusuma,user_0715@nusantaratech.io,Yogyakarta,Silver,2025-07-16 00:32:00
USR-0716,Mega Santoso,user_0716@nusantaratech.io,Medan,Platinum,2025-09-26 00:05:00
USR-0717,Dewi Lestari,user_0717@nusantaratech.io,Makassar,Standard,2025-02-27 01:40:00
USR-0718,Dewi Lestari,user_0718@nusantaratech.io,Yogyakarta,Standard,2025-10-07 22:01:00
USR-0719,Agus Siregar,user_0719@nusantaratech.io,Jakarta,Silver,2025-07-29 16:33:00
USR-0720,Andi Prabowo,user_0720@nusantaratech.io,Makassar,Silver,2025-09-21 02:52:00
USR-0721,Mega Wijaya,user_0721@nusantaratech.io,Medan,Platinum,2025-01-04 16:07:00
USR-0722,Dewi Lestari,user_0722@nusantaratech.io,Bandung,Platinum,2025-06-28 22:25:00
USR-0723,Mega Wijaya,user_0723@nusantaratech.io,Bandung,Gold,2025-01-06 21:52:00
USR-0724,Dewi Prabowo,user_0724@nusantaratech.io,Makassar,Silver,2025-11-13 20:52:00
USR-0725,Eko Wijaya,user_0725@nusantaratech.io,Semarang,Standard,2025-03-17 14:32:00
USR-0726,Mega Lestari,user_0726@nusantaratech.io,Medan,Gold,2025-03-06 15:10:00
USR-0727,Andi Siregar,user_0727@nusantaratech.io,Medan,Platinum,2025-10-26 05:54:00
USR-0728,Dewi Wijaya,user_0728@nusantaratech.io,Medan,Platinum,2025-01-30 05:18:00
USR-0729,Agus Lestari,user_0729@nusantaratech.io,Medan,Gold,2025-09-13 20:32:00
USR-0730,Eko Kusuma,user_0730@nusantaratech.io,Jakarta,Silver,2025-06-08 02:05:00
USR-0731,Budi Kusuma,user_0731@nusantaratech.io,Makassar,Gold,2025-07-31 20:33:00
USR-0732,Andi Wijaya,user_0732@nusantaratech.io,Makassar,Standard,2025-03-30 09:49:00
USR-0733,Rini Kusuma,user_0733@nusantaratech.io,Jakarta,Gold,2025-08-17 21:08:00
USR-0734,Rina Hidayat,user_0734@nusantaratech.io,Bandung,Silver,2025-11-19 05:28:00
USR-0735,Rini Wijaya,user_0735@nusantaratech.io,Makassar,Platinum,2025-08-29 18:19:00
USR-0736,Joko Lestari,user_0736@nusantaratech.io,Surabaya,Platinum,2025-08-22 05:22:00
USR-0737,Andi Lestari,user_0737@nusantaratech.io,Makassar,Platinum,2025-09-26 11:14:00
USR-0738,Agus Santoso,user_0738@nusantaratech.io,Semarang,Platinum,2025-01-31 12:05:00
USR-0739,Dewi Wijaya,user_0739@nusantaratech.io,Makassar,Gold,2025-04-06 03:43:00
USR-0740,Mega Siregar,user_0740@nusantaratech.io,Yogyakarta,Platinum,2025-03-02 16:28:00
USR-0741,Joko Wijaya,user_0741@nusantaratech.io,Yogyakarta,Standard,2025-06-29 00:42:00
USR-0742,Joko Wijaya,user_0742@nusantaratech.io,Bandung,Platinum,2025-10-30 02:48:00
USR-0743,Rina Santoso,user_0743@nusantaratech.io,Jakarta,Gold,2025-02-10 16:36:00
USR-0744,Eko Kusuma,user_0744@nusantaratech.io,Bandung,Silver,2025-09-01 18:05:00
USR-0745,Rini Utami,user_0745@nusantaratech.io,Bandung,Platinum,2025-12-29 16:04:00
USR-0746,Mega Prabowo,user_0746@nusantaratech.io,Jakarta,Platinum,2025-10-14 10:58:00
USR-0747,Rina Hidayat,user_0747@nusantaratech.io,Semarang,Standard,2025-12-13 14:17:00
USR-0748,Agus Hidayat,user_0748@nusantaratech.io,Surabaya,Standard,2025-04-13 19:36:00
USR-0749,Andi Utami,user_0749@nusantaratech.io,Jakarta,Gold,2025-01-10 18:20:00
USR-0750,Rini Kusuma,user_0750@nusantaratech.io,Bandung,Platinum,2025-11-28 10:32:00
USR-0751,Mega Utami,user_0751@nusantaratech.io,Yogyakarta,Silver,2025-12-27 02:25:00
USR-0752,Rina Prabowo,user_0752@nusantaratech.io,Jakarta,Silver,2025-05-13 03:19:00
USR-0753,Eko Siregar,user_0753@nusantaratech.io,Semarang,Platinum,2025-01-28 13:51:00
USR-0754,Joko Hidayat,user_0754@nusantaratech.io,Makassar,Standard,2025-04-10 07:46:00
USR-0755,Mega Wijaya,user_0755@nusantaratech.io,Yogyakarta,Gold,2025-08-21 23:24:00
USR-0756,Andi Santoso,user_0756@nusantaratech.io,Makassar,Platinum,2025-11-20 03:17:00
USR-0757,Rina Kusuma,user_0757@nusantaratech.io,Surabaya,Platinum,2025-06-01 11:34:00
USR-0758,Agus Lestari,user_0758@nusantaratech.io,Surabaya,Standard,2025-03-13 12:14:00
USR-0759,Agus Lestari,user_0759@nusantaratech.io,Jakarta,Platinum,2025-04-14 22:06:00
USR-0760,Andi Lestari,user_0760@nusantaratech.io,Jakarta,Gold,2025-10-07 10:40:00
USR-0761,Joko Prabowo,user_0761@nusantaratech.io,Jakarta,Silver,2025-04-15 06:48:00
USR-0762,Rina Wijaya,user_0762@nusantaratech.io,Medan,Silver,2025-11-01 16:54:00
USR-0763,Eko Lestari,user_0763@nusantaratech.io,Bandung,Gold,2025-12-22 12:17:00
USR-0764,Rini Utami,user_0764@nusantaratech.io,Bandung,Silver,2025-10-13 19:57:00
USR-0765,Dewi Santoso,user_0765@nusantaratech.io,Semarang,Platinum,2025-03-06 01:43:00
USR-0766,Eko Santoso,user_0766@nusantaratech.io,Surabaya,Gold,2025-06-05 10:10:00
USR-0767,Eko Kusuma,user_0767@nusantaratech.io,Makassar,Standard,2025-03-09 02:46:00
USR-0768,Rini Siregar,user_0768@nusantaratech.io,Semarang,Standard,2025-08-28 18:26:00
USR-0769,Siti Kusuma,user_0769@nusantaratech.io,Semarang,Standard,2025-12-07 07:05:00
USR-0770,Rini Santoso,user_0770@nusantaratech.io,Semarang,Standard,2025-11-30 19:43:00
USR-0771,Dewi Lestari,user_0771@nusantaratech.io,Makassar,Platinum,2025-08-27 05:34:00
USR-0772,Dewi Wijaya,user_0772@nusantaratech.io,Makassar,Platinum,2025-07-05 19:12:00
USR-0773,Joko Santoso,user_0773@nusantaratech.io,Yogyakarta,Standard,2025-02-11 05:39:00
USR-0774,Andi Utami,user_0774@nusantaratech.io,Makassar,Platinum,2025-01-18 09:33:00
USR-0775,Joko Utami,user_0775@nusantaratech.io,Bandung,Gold,2025-10-07 15:02:00
USR-0776,Rina Santoso,user_0776@nusantaratech.io,Medan,Gold,2025-03-10 13:23:00
USR-0777,Siti Santoso,user_0777@nusantaratech.io,Semarang,Gold,2025-07-09 12:53:00
USR-0778,Andi Hidayat,user_0778@nusantaratech.io,Makassar,Standard,2025-01-23 07:54:00
USR-0779,Joko Siregar,user_0779@nusantaratech.io,Surabaya,Standard,2025-05-29 13:42:00
USR-0780,Siti Prabowo,user_0780@nusantaratech.io,Jakarta,Standard,2025-07-03 16:00:00
USR-0781,Rini Prabowo,user_0781@nusantaratech.io,Jakarta,Platinum,2025-09-12 01:01:00
USR-0782,Siti Santoso,user_0782@nusantaratech.io,Yogyakarta,Silver,2025-07-15 06:13:00
USR-0783,Rini Siregar,user_0783@nusantaratech.io,Surabaya,Silver,2025-01-23 09:45:00
USR-0784,Mega Utami,user_0784@nusantaratech.io,Surabaya,Platinum,2025-09-11 12:20:00
USR-0785,Siti Lestari,user_0785@nusantaratech.io,Surabaya,Standard,2025-06-18 23:22:00
USR-0786,Rina Santoso,user_0786@nusantaratech.io,Medan,Standard,2025-05-02 11:44:00
USR-0787,Agus Hidayat,user_0787@nusantaratech.io,Yogyakarta,Platinum,2025-11-08 09:16:00
USR-0788,Joko Prabowo,user_0788@nusantaratech.io,Jakarta,Gold,2025-04-18 11:42:00
USR-0789,Eko Santoso,user_0789@nusantaratech.io,Yogyakarta,Gold,2025-02-19 22:27:00
USR-0790,Mega Kusuma,user_0790@nusantaratech.io,Medan,Platinum,2025-05-21 22:47:00
USR-0791,Rini Siregar,user_0791@nusantaratech.io,Yogyakarta,Platinum,2025-07-30 06:15:00
USR-0792,Joko Lestari,user_0792@nusantaratech.io,Makassar,Gold,2025-09-29 15:42:00
USR-0793,Agus Kusuma,user_0793@nusantaratech.io,Jakarta,Gold,2025-07-16 00:07:00
USR-0794,Siti Santoso,user_0794@nusantaratech.io,Surabaya,Silver,2025-02-14 23:32:00
USR-0795,Eko Utami,user_0795@nusantaratech.io,Medan,Silver,2025-03-29 13:48:00
USR-0796,Budi Siregar,user_0796@nusantaratech.io,Bandung,Silver,2025-01-10 23:42:00
USR-0797,Dewi Prabowo,user_0797@nusantaratech.io,Jakarta,Standard,2025-02-28 12:51:00
USR-0798,Budi Kusuma,user_0798@nusantaratech.io,Semarang,Gold,2025-09-10 07:39:00
USR-0799,Siti Kusuma,user_0799@nusantaratech.io,Yogyakarta,Standard,2025-07-16 08:33:00
USR-0800,Rini Lestari,user_0800@nusantaratech.io,Surabaya,Platinum,2025-04-13 11:10:00
USR-0801,Mega Kusuma,user_0801@nusantaratech.io,Surabaya,Standard,2025-06-11 03:30:00
USR-0802,Joko Santoso,user_0802@nusantaratech.io,Makassar,Standard,2025-10-28 14:42:00
USR-0803,Dewi Kusuma,user_0803@nusantaratech.io,Medan,Platinum,2025-08-23 14:27:00
USR-0804,Joko Utami,user_0804@nusantaratech.io,Makassar,Standard,2025-12-08 21:13:00
USR-0805,Rina Wijaya,user_0805@nusantaratech.io,Bandung,Standard,2025-09-26 15:38:00
USR-0806,Joko Lestari,user_0806@nusantaratech.io,Semarang,Silver,2025-09-27 16:29:00
USR-0807,Rina Santoso,user_0807@nusantaratech.io,Bandung,Platinum,2025-01-10 19:53:00
USR-0808,Andi Hidayat,user_0808@nusantaratech.io,Makassar,Platinum,2025-06-17 04:53:00
USR-0809,Budi Hidayat,user_0809@nusantaratech.io,Jakarta,Platinum,2025-02-08 09:58:00
USR-0810,Budi Kusuma,user_0810@nusantaratech.io,Jakarta,Platinum,2025-10-01 15:10:00
USR-0811,Andi Siregar,user_0811@nusantaratech.io,Makassar,Gold,2025-09-19 22:17:00
USR-0812,Agus Utami,user_0812@nusantaratech.io,Semarang,Gold,2025-02-22 19:57:00
USR-0813,Andi Santoso,user_0813@nusantaratech.io,Semarang,Platinum,2025-04-03 17:15:00
USR-0814,Rini Prabowo,user_0814@nusantaratech.io,Makassar,Gold,2025-05-24 17:48:00
USR-0815,Dewi Santoso,user_0815@nusantaratech.io,Jakarta,Standard,2025-03-29 10:05:00
USR-0816,Dewi Prabowo,user_0816@nusantaratech.io,Medan,Silver,2025-05-11 13:34:00
USR-0817,Siti Kusuma,user_0817@nusantaratech.io,Semarang,Silver,2025-03-05 17:11:00
USR-0818,Eko Siregar,user_0818@nusantaratech.io,Semarang,Standard,2025-06-09 20:43:00
USR-0819,Rina Siregar,user_0819@nusantaratech.io,Makassar,Silver,2025-05-28 04:31:00
USR-0820,Dewi Wijaya,user_0820@nusantaratech.io,Yogyakarta,Standard,2025-12-17 19:15:00
USR-0821,Rina Utami,user_0821@nusantaratech.io,Semarang,Standard,2025-05-16 21:56:00
USR-0822,Dewi Prabowo,user_0822@nusantaratech.io,Surabaya,Silver,2025-08-07 20:52:00
USR-0823,Siti Siregar,user_0823@nusantaratech.io,Medan,Standard,2025-01-01 02:06:00
USR-0824,Siti Siregar,user_0824@nusantaratech.io,Makassar,Silver,2025-01-20 04:32:00
USR-0825,Mega Wijaya,user_0825@nusantaratech.io,Yogyakarta,Platinum,2025-12-14 10:35:00
USR-0826,Agus Prabowo,user_0826@nusantaratech.io,Surabaya,Silver,2025-03-18 08:25:00
USR-0827,Dewi Lestari,user_0827@nusantaratech.io,Surabaya,Silver,2025-08-09 08:40:00
USR-0828,Siti Kusuma,user_0828@nusantaratech.io,Makassar,Platinum,2025-06-24 05:09:00
USR-0829,Andi Prabowo,user_0829@nusantaratech.io,Makassar,Silver,2025-12-13 07:56:00
USR-0830,Rina Siregar,user_0830@nusantaratech.io,Makassar,Standard,2025-05-02 19:19:00
USR-0831,Joko Utami,user_0831@nusantaratech.io,Surabaya,Gold,2025-11-17 22:00:00
USR-0832,Dewi Utami,user_0832@nusantaratech.io,Bandung,Platinum,2025-04-04 15:49:00
USR-0833,Budi Kusuma,user_0833@nusantaratech.io,Makassar,Silver,2025-05-05 06:34:00
USR-0834,Mega Siregar,user_0834@nusantaratech.io,Makassar,Platinum,2025-01-25 00:00:00
USR-0835,Andi Santoso,user_0835@nusantaratech.io,Medan,Platinum,2025-07-17 09:40:00
USR-0836,Siti Siregar,user_0836@nusantaratech.io,Makassar,Standard,2025-04-03 03:57:00
USR-0837,Dewi Wijaya,user_0837@nusantaratech.io,Semarang,Standard,2025-05-05 00:35:00
USR-0838,Budi Wijaya,user_0838@nusantaratech.io,Semarang,Silver,2025-09-21 19:02:00
USR-0839,Mega Utami,user_0839@nusantaratech.io,Medan,Silver,2025-12-10 11:12:00
USR-0840,Budi Wijaya,user_0840@nusantaratech.io,Medan,Platinum,2025-03-11 13:18:00
USR-0841,Siti Hidayat,user_0841@nusantaratech.io,Yogyakarta,Platinum,2025-04-28 00:22:00
USR-0842,Dewi Kusuma,user_0842@nusantaratech.io,Bandung,Platinum,2025-10-28 08:18:00
USR-0843,Eko Santoso,user_0843@nusantaratech.io,Makassar,Standard,2025-08-18 10:28:00
USR-0844,Mega Wijaya,user_0844@nusantaratech.io,Bandung,Platinum,2025-08-10 02:48:00
USR-0845,Rina Kusuma,user_0845@nusantaratech.io,Semarang,Silver,2025-11-22 04:36:00
